File Name,Column Name,Data Type,Non-Null Count,Mean,Median,Standard Deviation,Minimum Value,Maximum Value,Unique Value Count,Most Frequent Value,Missing Value Count,Outlier Count
Persons_arrested_by_sex_and_age_group_SLL_2012.csv,female_above_60_years,int64,1026,19.523391812865498,0.0,188.61758948211877,0.0,3322.0,44,0,0,132.0
Persons_arrested_by_sex_and_age_group_SLL_2012.csv,male_total,int64,1026,23464.324561403508,4.0,233360.29174588766,0.0,3999999.0,364,0,0,196.0
Persons_arrested_by_sex_and_age_group_SLL_2012.csv,female_total,int64,1026,881.1549707602339,0.0,8763.392665020043,0.0,150076.0,166,0,0,193.0
Persons_arrested_by_sex_and_age_group_SLL_2012.csv,grand_total,int64,1026,24345.479532163743,4.0,240058.6035446367,0.0,4150075.0,372,0,0,189.0
Crime_by_place_of_occurrence_2014.csv,states/uts,object,39,,,,,,39,A & N Islands,0,
Crime_by_place_of_occurrence_2014.csv,year,int64,39,2014.0,2014.0,0.0,2014.0,2014.0,1,2014,0,0.0
Crime_by_place_of_occurrence_2014.csv,residence_dacoity_cases_reported,int64,39,103.6923076923077,15.0,295.6411546244743,0.0,1348.0,26,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,residence_dacoity_value_of_property_stolen,int64,39,28656543.384615384,3483000.0,82389918.64484358,0.0,372535064.0,32,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,residence_robbery_cases_reported,int64,39,327.0,35.0,883.2974405153977,0.0,4251.0,34,0,0,2.0
Crime_by_place_of_occurrence_2014.csv,residence_robbery_value_of_property_stolen,int64,39,27321496.692307692,3284350.0,74260940.41691265,0.0,355179457.0,37,0,0,2.0
Crime_by_place_of_occurrence_2014.csv,residence_burglary_cases_reported,int64,39,5853.076923076923,1409.0,16039.270864423614,6.0,76090.0,39,6,0,4.0
Crime_by_place_of_occurrence_2014.csv,residence_burglary_value_of_property_stolen,int64,39,457788503.61538464,53694314.0,1244621120.8918624,0.0,5951250547.0,39,0,0,3.0
Crime_by_place_of_occurrence_2014.csv,residence_theft_cases_reported,int64,39,8909.923076923076,1235.0,23390.022489789837,8.0,115829.0,39,8,0,4.0
Crime_by_place_of_occurrence_2014.csv,residence_theft_value_of_property_stolen,int64,39,448945189.84615386,58859665.0,1221188624.9802384,416300.0,5836287468.0,39,416300,0,3.0
Crime_by_place_of_occurrence_2014.csv,highways_dacoity_cases_reported,int64,39,82.53846153846153,12.0,232.98507363007818,0.0,1073.0,21,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,highways_dacoity_value_of_property_stolen,int64,39,54813094.0,2781780.0,146144068.54853633,0.0,712570222.0,30,0,0,6.0
Crime_by_place_of_occurrence_2014.csv,highways_robbery_cases_reported,int64,39,1169.8461538461538,92.0,3051.0319698376907,0.0,15208.0,31,0,0,7.0
Crime_by_place_of_occurrence_2014.csv,highways_robbery_value_of_property_stolen,int64,39,110910188.92307693,9135413.0,302247530.2231533,0.0,1441832456.0,35,0,0,6.0
Crime_by_place_of_occurrence_2014.csv,highways_burglary_cases_reported,int64,39,69.84615384615384,2.0,206.13058437254088,0.0,908.0,20,0,0,5.0
Crime_by_place_of_occurrence_2014.csv,highways_burglary_value_of_property_stolen,int64,39,3207313.769230769,95500.0,9204516.294742608,0.0,41695079.0,25,0,0,5.0
Crime_by_place_of_occurrence_2014.csv,highways_theft_cases_reported,int64,39,5381.846153846154,406.0,14031.530320446278,0.0,69964.0,34,0,0,6.0
Crime_by_place_of_occurrence_2014.csv,highways_theft_value_of_property_stolen,int64,39,284004755.46153843,23340492.0,736175227.4553956,0.0,3692061821.0,35,0,0,6.0
Crime_by_place_of_occurrence_2014.csv,riverorsea_dacoity_cases_reported,int64,39,0.07692307692307693,0.0,0.26995276239950855,0.0,1.0,2,0,0,3.0
Crime_by_place_of_occurrence_2014.csv,riverorsea_dacoity_value_of_property_stolen,int64,39,1923.076923076923,0.0,6748.819059987714,0.0,25000.0,2,0,0,3.0
Crime_by_place_of_occurrence_2014.csv,riverorsea_robbery_cases_reported,int64,39,2.076923076923077,0.0,6.233967290428917,0.0,27.0,6,0,0,7.0
Crime_by_place_of_occurrence_2014.csv,riverorsea_robbery_value_of_property_stolen,int64,39,76165.38461538461,0.0,230294.43915225883,0.0,990150.0,10,0,0,9.0
Crime_by_place_of_occurrence_2014.csv,riverorsea_burglary_cases_reported,int64,39,0.23076923076923078,0.0,0.7420291688669607,0.0,3.0,4,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,riverorsea_burglary_value_of_property_stolen,int64,39,1307.6923076923076,0.0,4589.196960791646,0.0,17000.0,2,0,0,3.0
Crime_by_place_of_occurrence_2014.csv,riverorsea_theft_cases_reported,int64,39,75.23076923076923,1.0,240.17553466036605,0.0,978.0,16,0,0,7.0
Crime_by_place_of_occurrence_2014.csv,riverorsea_theft_value_of_property_stolen,int64,39,6802552.538461538,1000.0,22336999.411017172,0.0,88433183.0,21,0,0,9.0
Crime_by_place_of_occurrence_2014.csv,railways_dacoity_cases_reported,int64,39,5.769230769230769,0.0,16.647208614535664,0.0,75.0,12,0,0,7.0
Crime_by_place_of_occurrence_2014.csv,railways_dacoity_value_of_property_stolen,int64,39,571196.9230769231,0.0,1665982.9307193963,0.0,7425560.0,16,0,0,9.0
Crime_by_place_of_occurrence_2014.csv,railways_robbery_cases_reported,int64,39,55.84615384615385,4.0,158.72560541313172,0.0,726.0,21,0,0,7.0
Crime_by_place_of_occurrence_2014.csv,railways_robbery_value_of_property_stolen,int64,39,3055722.076923077,108860.0,8727874.671054216,0.0,39724387.0,23,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,railways_burglary_cases_reported,int64,39,7.0,0.0,20.752932576537606,0.0,91.0,10,0,0,6.0
Crime_by_place_of_occurrence_2014.csv,railways_burglary_value_of_property_stolen,int64,39,433124.0,0.0,1351342.3976199408,0.0,5630612.0,14,0,0,8.0
Crime_by_place_of_occurrence_2014.csv,railways_theft_cases_reported,int64,39,1679.923076923077,181.0,4476.735813799905,0.0,21839.0,28,0,0,5.0
Crime_by_place_of_occurrence_2014.csv,railways_theft_value_of_property_stolen,int64,39,63646177.307692304,4843461.0,171107907.9213239,0.0,827400305.0,31,0,0,6.0
Crime_by_place_of_occurrence_2014.csv,religious_places_dacoity_cases_reported,int64,39,0.6153846153846154,0.0,1.844128443628369,0.0,8.0,5,0,0,7.0
Crime_by_place_of_occurrence_2014.csv,religious_places_dacoity_value_of_property_stolen,int64,39,44115.38461538462,0.0,132905.80665003147,0.0,573500.0,7,0,0,7.0
Crime_by_place_of_occurrence_2014.csv,religious_places_robbery_cases_reported,int64,39,11.23076923076923,0.0,31.842095225347236,0.0,146.0,13,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,religious_places_robbery_value_of_property_stolen,int64,39,916989.8461538461,0.0,2875401.4312280547,0.0,11920868.0,19,0,0,9.0
Crime_by_place_of_occurrence_2014.csv,religious_places_burglary_cases_reported,int64,39,113.61538461538461,15.0,323.90801288285013,0.0,1477.0,26,0,0,5.0
Crime_by_place_of_occurrence_2014.csv,religious_places_burglary_value_of_property_stolen,float64,39,4947930.807692308,350000.0,14239810.611847728,0.0,64323100.5,30,0.0,0,6.0
Crime_by_place_of_occurrence_2014.csv,religious_places_theft_cases_reported,int64,39,192.76923076923077,30.0,529.8184128616969,0.0,2506.0,29,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,religious_places_theft_value_of_property_stolen,int64,39,6460465.692307692,931310.0,18377612.460100155,0.0,83986054.0,32,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,atm_dacoity_cases_reported,int64,39,0.6153846153846154,0.0,1.9278483317635233,0.0,8.0,4,0,0,6.0
Crime_by_place_of_occurrence_2014.csv,atm_dacoity_value_of_property_stolen,int64,39,144230.76923076922,0.0,474496.3236249605,0.0,1875000.0,4,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,atm_robbery_cases_reported,int64,39,1.1538461538461537,0.0,3.256883088075578,0.0,15.0,6,0,0,3.0
Crime_by_place_of_occurrence_2014.csv,atm_robbery_value_of_property_stolen,int64,39,175350.07692307694,0.0,567379.9746967768,0.0,2279551.0,12,0,0,9.0
Crime_by_place_of_occurrence_2014.csv,atm_burglary_cases_reported,int64,39,17.076923076923077,1.0,47.7484552604279,0.0,222.0,16,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,atm_burglary_value_of_property_stolen,int64,39,3126116.230769231,0.0,9282277.633594185,0.0,40639511.0,20,0,0,6.0
Crime_by_place_of_occurrence_2014.csv,atm_theft_cases_reported,int64,39,46.30769230769231,6.0,119.15848664392837,0.0,602.0,22,0,0,5.0
Crime_by_place_of_occurrence_2014.csv,atm_theft_value_of_property_stolen,int64,39,2623659.923076923,172600.0,7259269.232425597,0.0,34107579.0,27,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,bank_dacoity_cases_reported,int64,39,1.6153846153846154,0.0,4.945042092393811,0.0,21.0,5,0,0,8.0
Crime_by_place_of_occurrence_2014.csv,bank_dacoity_value_of_property_stolen,int64,39,5741644.846153846,0.0,18307314.279266167,0.0,74641383.0,7,0,0,7.0
Crime_by_place_of_occurrence_2014.csv,bank_robbery_cases_reported,int64,39,3.6153846153846154,0.0,10.429248811358887,0.0,47.0,8,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,bank_robbery_value_of_property_stolen,int64,39,1664857.6153846155,0.0,4870343.222521626,0.0,21643149.0,17,0,0,6.0
Crime_by_place_of_occurrence_2014.csv,bank_burglary_cases_reported,int64,39,24.923076923076923,2.0,71.73539998728684,0.0,324.0,18,0,0,3.0
Crime_by_place_of_occurrence_2014.csv,bank_burglary_value_of_property_stolen,int64,39,23663072.46153846,215000.0,71669093.66708569,0.0,307619942.0,28,0,0,7.0
Crime_by_place_of_occurrence_2014.csv,bank_theft_cases_reported,int64,39,84.15384615384616,3.0,242.39078261760636,0.0,1094.0,21,0,0,7.0
Crime_by_place_of_occurrence_2014.csv,bank_theft_value_of_property_stolen,int64,39,3198798.4615384615,150000.0,9052866.773714194,0.0,41584380.0,26,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,commest_dacoity_cases_reported,int64,39,17.53846153846154,2.0,49.79528943788186,0.0,228.0,19,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,commest_dacoity_value_of_property_stolen,int64,39,7219358.0,417583.0,20339670.62910605,0.0,93851654.0,27,0,0,3.0
Crime_by_place_of_occurrence_2014.csv,commest_robbery_cases_reported,int64,39,106.53846153846153,16.0,281.81001869996766,0.0,1385.0,29,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,commest_robbery_value_of_property_stolen,int64,39,11784964.0,1458386.0,33257652.28661942,0.0,153204532.0,32,0,0,7.0
Crime_by_place_of_occurrence_2014.csv,commest_burglary_cases_reported,int64,39,1264.2307692307693,239.0,3394.2320770260467,0.0,16435.0,38,0,0,6.0
Crime_by_place_of_occurrence_2014.csv,commest_burglary_value_of_property_stolen,int64,39,156994573.0,11825555.0,404644723.4790241,0.0,2040929449.0,38,0,0,5.0
Crime_by_place_of_occurrence_2014.csv,commest_theft_cases_reported,int64,39,2517.923076923077,674.0,6774.700126921973,0.0,32733.0,37,0,0,2.0
Crime_by_place_of_occurrence_2014.csv,commest_theft_value_of_property_stolen,int64,39,221526879.53846154,31432503.0,624915782.6465781,0.0,2879849434.0,37,0,0,5.0
Crime_by_place_of_occurrence_2014.csv,otherplaces_dacoity_cases_reported,int64,39,125.61538461538461,18.0,362.899987337719,0.0,1633.0,29,0,0,5.0
Crime_by_place_of_occurrence_2014.csv,otherplaces_dacoity_value_of_property_stolen,int64,39,106718700.6923077,5270500.0,333268982.7295065,0.0,1387343109.0,32,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,otherplaces_robbery_cases_reported,int64,39,1251.2307692307693,106.0,3473.6752829906136,0.0,16266.0,35,0,0,3.0
Crime_by_place_of_occurrence_2014.csv,otherplaces_robbery_value_of_property_stolen,int64,39,102312107.38461539,11774862.0,286638505.24465925,0.0,1330057396.0,36,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,otherplaces_burglary_cases_reported,int64,39,1468.923076923077,537.0,3980.461050950964,0.0,19096.0,36,0,0,2.0
Crime_by_place_of_occurrence_2014.csv,otherplaces_burglary_value_of_property_stolen,int64,39,150659196.92307693,17537489.0,434235196.7540343,0.0,1958569560.0,38,0,0,5.0
Crime_by_place_of_occurrence_2014.csv,otherplaces_theft_cases_reported,int64,39,15028.461538461539,2687.0,40158.17046894636,0.0,195370.0,38,213,0,5.0
Crime_by_place_of_occurrence_2014.csv,otherplaces_theft_value_of_property_stolen,int64,39,956709095.0769231,130654964.0,2646961572.69601,0.0,12437218236.0,39,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,total_dacoity_cases_reported,int64,39,338.0769230769231,59.0,962.340441582953,0.0,4395.0,32,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,total_dacoity_value_of_property_stolen,int64,39,203910807.07692307,20927822.0,581021846.1889391,0.0,2650840492.0,35,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,total_robbery_cases_reported,int64,39,2928.5384615384614,405.0,7822.59237164736,0.0,38071.0,36,2,0,5.0
Crime_by_place_of_occurrence_2014.csv,total_robbery_value_of_property_stolen,int64,39,258217842.0,41148643.0,709318300.640698,0.0,3356831946.0,39,0,0,4.0
Crime_by_place_of_occurrence_2014.csv,total_burglary_cases_reported,int64,39,8818.923076923076,2856.0,24038.018047497633,10.0,114646.0,39,10,0,3.0
Crime_by_place_of_occurrence_2014.csv,total_burglary_value_of_property_stolen,float64,39,800821138.5256411,116540164.0,2151733963.2198133,0.0,10410674801.0,39,0.0,0,5.0
Crime_by_place_of_occurrence_2014.csv,total_theft_cases_reported,int64,39,33916.53846153846,6098.0,89200.91950784215,15.0,440915.0,39,15,0,5.0
Crime_by_place_of_occurrence_2014.csv,total_theft_value_of_property_stolen,int64,39,1994179112.3076923,311982322.0,5392086515.95508,671897.0,25924328460.0,39,671897,0,6.0
Arrests_under_crime_against_women.csv,area_name,object,2765,,,,,,35,Andaman & Nicobar Islands,0,
Arrests_under_crime_against_women.csv,year,int64,2765,2005.4683544303798,2005.0,2.8770312155568742,2001.0,2010.0,10,2001,0,0.0
Arrests_under_crime_against_women.csv,group_name,object,2765,,,,,,8,Cruelty by Husband and Relatives,0,
Arrests_under_crime_against_women.csv,sub_group_name,object,2765,,,,,,8,01. Rape,0,
Arrests_under_crime_against_women.csv,persons_acquitted,int64,2765,894.7945750452079,47.0,2393.9265593744217,0.0,24476.0,1058,0,0,346.0
Arrests_under_crime_against_women.csv,persons_against_whom_cases_compounded_or_withdrawn,int64,2765,165.65244122965643,0.0,641.0089107492335,0.0,8541.0,457,0,0,537.0
Arrests_under_crime_against_women.csv,persons_arrested,int64,2765,1873.6448462929475,141.0,5090.435538204015,0.0,63332.0,1238,0,0,379.0
Arrests_under_crime_against_women.csv,persons_chargesheeted,int64,2765,1748.7858951175406,123.0,4736.721230442402,0.0,47745.0,1224,0,0,386.0
Arrests_under_crime_against_women.csv,persons_convicted,int64,2765,343.41555153707054,18.0,1331.866111586919,0.0,27706.0,684,0,0,377.0
Arrests_under_crime_against_women.csv,persons_in_custody_or_on_bail_during_investigation_at_year_beginning,int64,2765,401.0130198915009,22.0,1231.9295701547771,0.0,13270.0,743,0,0,422.0
Arrests_under_crime_against_women.csv,persons_in_custody_or_on_bail_during_investigation_at_year_end,int64,2765,426.9128390596745,23.0,1309.381217021424,0.0,13391.0,762,0,0,432.0
Arrests_under_crime_against_women.csv,persons_in_custody_or_on_bail_during_trial_at_year_end,int64,2765,6706.8506329113925,403.0,20985.404565083834,0.0,278114.0,1555,0,0,374.0
Arrests_under_crime_against_women.csv,persons_released_or_freed_by_police_or_magistrate_before_trial_for_want_of_evidence_or_any_other_reason,int64,2765,98.95913200723328,1.0,576.5396408282983,0.0,16058.0,362,0,0,453.0
Arrests_under_crime_against_women.csv,persons_trial_completed,int64,2765,1238.2101265822785,83.0,3376.8978922121787,0.0,48532.0,1168,0,0,384.0
Arrests_under_crime_against_women.csv,persons_under_trial_at_year_beginning,int64,2765,6361.927305605786,374.0,19939.907079873137,0.0,266808.0,1548,0,0,377.0
Arrests_under_crime_against_women.csv,total_persons_under_trial,int64,2765,8110.713200723328,497.0,24285.490957829043,0.0,306044.0,1612,0,0,359.0
Juveniles_arrested_Education.csv,area_name,object,350,,,,,,35,Andaman & Nicobar Islands,0,
Juveniles_arrested_Education.csv,year,int64,350,2005.5,2005.5,2.8763933959876518,2001.0,2010.0,10,2001,0,0.0
Juveniles_arrested_Education.csv,sub_group_name,object,350,,,,,,1,1. Education,0,
Juveniles_arrested_Education.csv,education_above_primary_but_below_matric_or_higher_secondary,int64,350,267.5342857142857,47.5,502.6555129745425,0.0,2684.0,195,0,0,41.0
Juveniles_arrested_Education.csv,education_illiterate,int64,350,245.32,35.0,469.00079166116217,0.0,3488.0,185,0,0,45.0
Juveniles_arrested_Education.csv,education_matric_or_higher_secondary_&_above,int64,350,72.74285714285715,12.5,138.40183654336204,0.0,925.0,131,0,0,51.0
Juveniles_arrested_Education.csv,education_total,int64,350,947.0714285714286,145.0,1684.668449788944,0.0,8536.0,256,0,0,45.0
Juveniles_arrested_Education.csv,education_upto_primary,int64,350,361.4742857142857,50.5,702.4755188885516,0.0,4051.0,208,0,0,51.0
Persons_arrested_by_sex_and_age_group_SLL_2013.csv,state/ut,object,1026,,,,,,38,A&N Islands,0,
Persons_arrested_by_sex_and_age_group_SLL_2013.csv,crime_head,object,1026,,,,,,27,"Antiquity & Art Treasures Act, 1972",0,
Persons_arrested_by_sex_and_age_group_SLL_2013.csv,male_below_18_years,int64,1026,25.538011695906434,0.0,227.76206030565504,0.0,4330.0,82,0,0,242.0
Persons_arrested_by_sex_and_age_group_SLL_2013.csv,female_below_18_years,int64,1026,2.412280701754386,0.0,23.06835241588722,0.0,411.0,26,0,0,92.0
Persons_arrested_by_sex_and_age_group_SLL_2013.csv,male_between_18-30_years,int64,1026,12727.704678362574,1.0,134004.1783987117,0.0,2171245.0,306,0,0,202.0
Persons_arrested_by_sex_and_age_group_SLL_2013.csv,female_between_18-30_years,int64,1026,272.2836257309942,0.0,2651.109743975141,0.0,46421.0,121,0,0,201.0
Persons_arrested_by_sex_and_age_group_SLL_2013.csv,male_between_30-45_years,int64,1026,8634.038011695906,2.0,84269.31082934147,0.0,1471292.0,311,0,0,197.0
Persons_arrested_by_sex_and_age_group_SLL_2013.csv,female_between_30-45_years,int64,1026,433.3859649122807,0.0,4345.45497162241,0.0,73899.0,129,0,0,202.0
Persons_arrested_by_sex_and_age_group_SLL_2013.csv,male_between_45-60_years,int64,1026,3517.96783625731,0.0,34052.464748326856,0.0,599121.0,236,0,0,204.0
Persons_arrested_by_sex_and_age_group_SLL_2013.csv,female_between_45-60_years,int64,1026,213.9298245614035,0.0,2225.011145589487,0.0,36479.0,100,0,0,253.0
Persons_arrested_by_sex_and_age_group_SLL_2013.csv,male_above_60_years,int64,1026,352.2309941520468,0.0,3295.87192301689,0.0,59997.0,125,0,0,227.0
Persons_arrested_by_sex_and_age_group_SLL_2013.csv,female_above_60_years,int64,1026,27.950292397660817,0.0,297.2972766398564,0.0,4768.0,50,0,0,163.0
Persons_arrested_by_sex_and_age_group_SLL_2013.csv,male_total,int64,1026,25257.479532163743,5.0,254870.42551721964,0.0,4305985.0,371,0,0,204.0
Persons_arrested_by_sex_and_age_group_SLL_2013.csv,female_total,int64,1026,949.9619883040936,0.0,9481.717829824278,0.0,161978.0,172,0,0,203.0
Persons_arrested_by_sex_and_age_group_SLL_2013.csv,grand_total,int64,1026,26207.441520467837,5.0,261954.848946184,0.0,4467963.0,364,0,0,194.0
Offenders_known_to_the_victim.csv,area_name,object,350,,,,,,35,Andaman & Nicobar Islands,0,
Offenders_known_to_the_victim.csv,year,int64,350,2005.5,2005.5,2.8763933959876518,2001.0,2010.0,10,2001,0,0.0
Offenders_known_to_the_victim.csv,no_of_cases_in_which_offenders_were_known_to_the_victims,int64,350,481.29714285714283,218.0,616.2856599053669,0.0,3135.0,248,0,0,11.0
Offenders_known_to_the_victim.csv,no_of_cases_in_which_offenders_were_neighbours,int64,350,166.39714285714285,61.0,233.14838909698292,0.0,1397.0,186,0,0,18.0
Offenders_known_to_the_victim.csv,no_of_cases_in_which_offenders_were_other_known_persons,int64,350,270.72857142857146,125.5,343.9313885659947,0.0,1677.0,222,0,0,12.0
Offenders_known_to_the_victim.csv,no_of_cases_in_which_offenders_were_parentsclose_family_members,int64,350,12.045714285714286,3.0,25.893503990678234,0.0,301.0,55,0,0,37.0
Offenders_known_to_the_victim.csv,no_of_cases_in_which_offenders_were_relatives,int64,350,32.12,11.5,48.58003646245464,0.0,253.0,103,0,0,19.0
Human_rights_violation_by_police.csv,area_name,object,2267,,,,,,31,Andhra Pradesh,0,
Human_rights_violation_by_police.csv,year,int64,2267,2005.4137626819586,2005.0,2.8011385439215783,2001.0,2010.0,10,2007,0,0.0
Human_rights_violation_by_police.csv,group_name,object,2267,,,,,,12,HR_Total Violations by Police,0,
Human_rights_violation_by_police.csv,sub_group_name,object,2267,,,,,,12,12. Total (Sum of 1-11 Above),0,
Human_rights_violation_by_police.csv,cases_registered_under_human_rights_violations,float64,2265,0.8962472406181016,0.0,6.742048650782379,0.0,233.0,35,0.0,2,319.0
Human_rights_violation_by_police.csv,policemen_chargesheeted,float64,2213,0.3940352462720289,0.0,2.6401409342048705,0.0,67.0,22,0.0,54,178.0
Human_rights_violation_by_police.csv,policemen_convicted,float64,2163,0.0758206195099399,0.0,1.5300815639140248,0.0,54.0,9,0.0,104,22.0
Anti_corruption_arrests.csv,area_name,object,347,,,,,,35,Andaman & Nicobar Islands,0,
Anti_corruption_arrests.csv,year,int64,347,2005.5273775216137,2006.0,2.8682485005856337,2001.0,2010.0,10,2002,0,0.0
Anti_corruption_arrests.csv,aca01_no_of_persons_in_custody_or_on_bail_during_the_stage_of_investigation_at_the_beginning_of_the_year,float64,347,147.5878962536023,27.0,266.8276492786118,0.0,1805.0,160,0.0,0,48.0
Anti_corruption_arrests.csv,aca02_no_of_persons_arrested_during_the_year,float64,347,109.16138328530259,20.0,175.93877812735948,0.0,950.0,154,0.0,0,18.0
Anti_corruption_arrests.csv,aca04_no_of_persons_in_custody_or_on_bail_during_the_stage_of_investigation_at_the_end_of_the_year,float64,347,142.97118155619597,25.0,257.1887012853235,0.0,1188.0,162,0.0,0,47.0
Anti_corruption_arrests.csv,aca05_no_of_persons_in_whose_cases_charge_sheets_were_laid_during_the_year,float64,347,115.3314121037464,22.0,175.21388158318157,0.0,1090.0,155,0.0,0,20.0
Anti_corruption_arrests.csv,aca06_no_of_persons_under_trial_at_the_beginning_of_the_year,float64,347,681.3832853025937,94.0,966.0259813268096,0.0,4019.0,215,0.0,0,18.0
Anti_corruption_arrests.csv,aca07_total_no_of_persons_under_trial_during_the_year,float64,347,779.1268011527377,79.0,1112.343922182362,0.0,4563.0,221,0.0,0,17.0
Anti_corruption_arrests.csv,aca08_no_of_persons_whose_cases_were_withdrawn_or_otherwise_disposed_off_during_the_year,float64,347,8.028818443804035,0.0,32.93993973165015,0.0,562.0,47,0.0,0,52.0
Anti_corruption_arrests.csv,aca09_no_of_persons_in_custody_or_on_bail_during_the_stage_of_trial_at_the_end_of_the_year,float64,347,689.9164265129683,77.0,998.5891587756109,0.0,4338.0,217,0.0,0,18.0
Anti_corruption_arrests.csv,aca10_no_of_persons_in_whose_cases_trials_were_completed_during_the_year,float64,347,82.10662824207493,6.0,139.46084306301526,0.0,811.0,141,0.0,0,37.0
Anti_corruption_arrests.csv,aca11_no_of_persons_convicted_during_the_year,float64,347,24.53602305475504,3.0,40.989576417543546,0.0,195.0,90,0.0,0,36.0
Anti_corruption_arrests.csv,aca12_no_of_persons_acquitted_during_the_year,float64,347,57.64553314121037,3.0,104.25631765246668,0.0,616.0,120,0.0,0,38.0
Anti_corruption_arrests.csv,aca13_percentage_of_persons_convicted_to_total_persons_in_whose_cases_trials_were_completed_during_the_year,float64,347,3.079538904899135,0.0,15.219433949032796,0.0,127.0,19,0.0,0,21.0
Anti_corruption_arrests.csv,aca14_no_of_persons_involved_in_the_cases_reported_for_regular_departmental_action_during_the_year,float64,347,21.072046109510087,0.0,52.85991955096304,0.0,396.0,70,0.0,0,65.0
Anti_corruption_arrests.csv,aca15_no_of_persons_involved_in_the_cases_reported_for_suitable_action_during_the_year,float64,346,9.973988439306359,0.0,35.793480334846336,0.0,311.0,47,0.0,1,75.0
Anti_corruption_arrests.csv,aca16_no_of_persons_punished_departmentally_during_the_year:,float64,347,3.876080691642651,0.0,13.87429855225731,0.0,138.0,32,0.0,0,72.0
Anti_corruption_arrests.csv,aca161_no_of_persons_dismissed_from_service_during_the_year,float64,346,1.3786127167630058,0.0,5.7214069755621555,0.0,65.0,20,0.0,1,53.0
Anti_corruption_arrests.csv,aca162_no_of_persons_removed_from_service_during_the_year,float64,346,0.9450867052023122,0.0,7.292632106169746,0.0,100.0,12,0.0,1,39.0
Anti_corruption_arrests.csv,aca163_no_of_persons_awarded_other_major_punishments_during_the_year,float64,347,2.288184438040346,0.0,8.333576759561534,0.0,77.0,28,0.0,0,61.0
Anti_corruption_arrests.csv,aca164_no_of_persons_awarded_minor_punishments_during_the_year,float64,347,2.968299711815562,0.0,12.387604668086674,0.0,150.0,28,0.0,0,63.0
Anti_corruption_arrests.csv,aca171_no_of_group_`a'_officers_out_of_above,float64,347,11.345821325648416,0.0,28.242063770451068,0.0,246.0,60,0.0,0,55.0
Anti_corruption_arrests.csv,aca172_no_of_group_`b'_officers_out_of_above,float64,347,20.371757925072046,1.0,47.7479849536292,0.0,451.0,81,0.0,0,44.0
